,Q,A,label
5652,그녀의 소식 친구로부터 전해듣기.,그런 소식에는 귀를 닫는게 맘편할 거예요.,1
5653,그녀의 카톡,너무 기대하지 말아요.,1
5654,그녀의 카톡이 없어졌다.,마음에서도 놓아주세요.,1
5655,그녀의 행복을 진심으로 빌어주는 날이 올까,가능할 거예요.,1
5656,그노무 카톡.,연락이 문제죠.,1
5657,그놈 생일이예요,365일 중에 하루일 뿐이에요.,1
5658,그대가 보고파,많이 사랑했던 사람이었나요.,1
5659,그동안 감정적으로 너무 기대한 듯,기대를 내려놓으면 마음이 좀 더 편안해질 거예요.,1
5660,그동안 보내왔던 시간.,행복했길 바랄게요.,1
5661,그동안의 만남과 시간이 멈춰버렸습니다.,기억과 함께 묻어두는 건 어떨까요.,1
5662,그땐 몰랐습니다,항상 지나고 나서 깨닫게 되는 것 같아요.,1
5663,그래 오늘 내가 찼어,쉬운 결정은 아니었을거라 생각해요.,1
5664,"그래, 결국 전화할 줄 알았다.",그게 최선이었을 거라 생각해요.,1
5665,그래도 겨우 번호를 지웠어,마음에서도 지워주세요.,1
5666,그래도 속이좀 풀리네,후련한가봐요.,1
5667,그래도 아프다,사랑한 만큼 아픔이 오죠.,1
5668,그런 여자가 있었지하고 잊혀지겠지,그렇게 될 거예요.,1
5669,그럼에도 난 이러고 있어,자책하지 마세요.,1
5670,그렇게 기다렸는데,기대하지 말고 기다리지도 마세요.,1
5671,그렇게 잊어가는구나,그렇게 무뎌지는가봐요.,1
5672,그리고 3년하고도 5개월,이젠 기억을 놔주는 건 어떨까요.,1
5673,그리움,애잔한 기억.,1
5674,그리움.,보고 싶은 그대.,1
5675,그리움만은 어쩔수 없는가보다,완전히 잊는다는건 사실 불가능하니까요.,1
5676,그리움이 나을가아픔이 나을가,둘을 뗄 수 있나요.,1
5677,그리워 하지마 만약 다시 만난다면 넌 더 외로울거야,외로움을 피해 그리움을 선택했네요.,1
5678,그리워서 죽고 싶다는 생각이 드네.,무서운 생각하지마세요.,1
5679,그만 울어야지,툭툭 털고 일어나세요.,1
5680,그만 힘들어하구 싶다,그랬었지 하고 추억하는 날이 올 거예요.,1
5681,그말 하지 말걸,이불킥 하고 말 했던 사실 조차 잊어버리세요.,1
5682,그사람도 아주 가끔은 내 생각해줬으면 좋겠어,사소하면서도 아련한 소원이네요.,1
5683,그사람도 이별을 준비 중인 걸까,그런 생각은 자신을 더 괴롭게 할 뿐이에요.,1
5684,그사람은지금대전에있습니다,신경쓰지 마세요.,1
5685,그사람이 자꾸 꿈에 나와,다른 생각들을 해보세요.,1
5686,그쪽은 너무 편안하고 즐겁게 지내.,자신이 편하고 즐거울 수 있는 방법을 생각해보세요.,1
5687,극복 연락 흔들림,다시 극복해봐요.,1
5688,근데 헤어지고 별로 힘들지 않은건 왜그런건가?,후폭풍이 늦게 오는 게 아닐까요.,1
5689,글 썼다가 지우게 돼,마음을 글로 담기 참 어렵죠.,1
5690,글을 쓰게 되네,글을 쓰다보면 정리가 될 거예요.,1
5691,기념일에 대한 추억,당신을 위해 좋은 추억만 간직하세요.,1
5692,기다리고 계신 분들.,마음에 솔직한 사람이에요.,1
5693,기다리고 있습니다,기대를 조금씩 버려보세요.,1
5694,기다리는게 답일까,자신을 사랑하며 기다리세요.,1
5695,기다리는게 힘든거네,기다리는 거 힘들죠.,1
5696,기다리다 지친듯해,몸도 마음도 쉬세요.,1
5697,기다리면 연락은 오더라구,기다려보셨나봐요.,1
5698,기다리지 않았다고 하지만 기다렸어,뭐든 마음 먹는 대로 되지 않으니까요.,1
5699,기다림,끝이 보이지 않아 더 힘들거예요.,1
5700,기대하지 마라.,자신에게 하는 말인가요.,1
5701,기분 참 더럽네,기분 나쁠 거라 생각해요.,1
5702,기분이 너덜너덜,제가 힘이 되어 드릴게요.,1
5703,기분이 묘한 하루네,싱숭생숭한 하루였나요.,1
5704,기숙사 괜찮을까,혼자 사는 것보다 불편하겠죠.,1
5705,기억에서 잊혀질까?,추억이 남겠죠.,1
5706,기억을 지우고 싶네,시간이 약이 될 거예요.,1
5707,기억의 왜곡에 속지말고 아파하지 마세,추억은 미화되기 마련이에요. 속박에서 벗어나세요.,1
5708,기억이 불쑥 날 때,다른일에 집중할 수 있으면 좋겠지만 쉽지 않지요.,1
5709,기억이나 할까,생각하지 않는편이 맘 편할지도 몰라요.,1
5710,기억하고 싶지 않은 기억!,천천히 지워질 거예요.,1
5711,기운이 없어,잘 먹고 잘 자요.,1
5712,기절할 정도로 피곤해야 잠드는데,잠 못 드는 밤인가봐요.,1
5713,기회도 없네.,다른 기회가 올 거예요.,1
5714,긴 연애 끝에 헤어짐,긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.,1
5715,긴시간이 흐른 후면 괜찮아지겠지,괜찮아질 거예요.,1
5716,긴여정 끝에 헤어졌습니다,긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.,1
5717,긴연애의 끝인가,긴 연애였던 만큼 아플까 걱정이에요.,1
5718,깊은고민,제게 말씀해보세요.,1
5719,깨끗하게 보내야 하는데,천천히 보내도 돼요.,1
5720,깨달음은 늘 늦게 온다,어느 결정을 하든 후회가 남기 마련이지요.,1
5721,꼭 아파야 하는 정량이 있는 것 같아,정량 다 채우면 괜찮아질 거예요.,1
5722,꼭 잡고 싶습니다,후회하기 전에 연락해서 진심을 전해보세요.,1
5723,꿈꾸니까 진짜 힘드네ㅜ,꿈이 웬수네요.,1
5724,꿈때문에 새벽에 깨게되네.,피곤하겠어요.,1
5725,꿈속에서도 안보여,진짜 잊으세요.,1
5726,꿈에 나오지마 제발,이제 정말 끝일거예요.,1
5727,꿈에 나온다는건 아직 못잊는건가?,꿈은 무의식의 발현이죠.,1
5728,꿈에 나온헤어진 여자친구,은연 중에 생각했나봐요.,1
5729,꿈에 나왔네,생각을 했나봐요.,1
5730,꿈에서 전남친 친구가나왓는데,무슨 일이 있었나봐요.,1
5731,꿈에서까지 힘들게하냐,잊을 수 있을 거예요.,1
5732,꿈에서라도 보고싶어,꿈에서 본다면 더 마음이 헛헛할 거예요.,1
5733,꿈을 꿨는데 악몽이네,꿈은 현실의 반대래요.,1
5734,꿈을 안 꿀 수 있다면,다른 생각을 해보는건 어떨까요.,1
5735,꿈이 너무 리얼하네,싱숭생숭하겠어요.,1
5736,꿈이라는 무방비상태,꿈도 내 맘같으면 좋을텐데요.,1
5737,꿈인지 현실인지,정신차리세요.,1
5738,꿈ㅠㅠ,꿈에 나왔나요.,1
5739,끈어져 버린 인연의 고리,여기까지였을 거예요.,1
5740,끈을 놓지 말자.,마음 단단히 잡으세요.,1
5741,끝.,또 다른 시작.,1
5742,끝까지 저에게 너무했던 남자친구,좋은 사람 만납시다.,1
5743,끝까지 절 갖고 놀더군,갖고 노는 애들 제일 싫어요.,1
5744,끝까지 참 못난놈!,사랑 앞에선 진실된 모습이 좋아요.,1
5745,끝까지 함께 할 거라 믿었는데,사랑에는 유통기한이 있나봐요.,1
5746,끝나지 않을까봐 겁이나,끝을 지날 수 있을 거예요.,1
5747,끝날때까지 끝난게 아니라지만,끝이 보이고 있나요.,1
5748,끝내는게 맞을까,고민하고 있다면 그게 맞을거예요.,1
5749,끝이 났네,수고 많았어요.,1
5750,끝이 보이지 않는 터널 같습니다.,끝을 지날 수 있을 거예요.,1
5751,끝이났네,맘고생 많았어요.,1
5752,끝이네,수고했어요.,1
5753,끝이보였던 연애,연애하면서 힘들었겠어요.,1
5754,끝인가?,끝일지도 몰라요.,1
5755,끝인거 답은 아는데 왜 안되는걸까?,마음의 끝은 아니니까요.,1
5756,끝인거겠죠?,언젠간 올 시기였을거예요.,1
5757,나 같이 헤어진 경우도 있을까?,그럴 수 있을 거예요.,1
5758,나 너한테 다시 돌아가면 받아줄꺼야?? 라는 말.,후회하고 싶지 않다면 흔들리지 말아요.,1
5759,나 미쳤나바,그럴 수 있어요.,1
5760,나 심리상담 받고 왔어,마음의 짐을 좀 덜었길 바라요.,1
5761,나 어떡하나,무슨 일인지 말해주세요.,1
5762,나 잘하는 거 맞을까?,잘하고 있어요.,1
5763,나 정말 무뎌지고있나봐,자연스런 현상이에요.,1
5764,나 좀 말려 줘,흔들리지 말아요.,1
5765,나 편안해질까?,시간이 흐르고 편안해질 거예요.,1
5766,나 혼자 잡고 있던 끈이었어,같이 잡았던 끈이었을 거예요.,1
5767,나그네,쉬었다가 가세요.,1
5768,나는 괜찮다!!,괜찮은 사람이고 괜찮아질 거예요.,1
5769,나는 너를 거쳐간 수 많은 남자들 중 한명뿐이겠지.,그렇게 생각하지 않을 거예요.,1
5770,나는 더 이상 아닌거겠져.,이별은 그런 거니까요.,1
5771,나는 모든걸 걸어 널 사랑하는데,그게 부담일 수도 있어요.,1
5772,나는 열심히 잊고 있다. 하지만 마음 한켠엔 구멍이 남아있네.,구멍이 메워질 수 있을 거예요.,1
5773,나는 이제 아프지 않습니다.,척이 아니라면 좋겠네요.,1
5774,나는 좋은데 ….,현실의 벽에 부딪혔나봐요.,1
5775,나는 참 단순했다,단순한 게 가장 좋을 때가 있습니다.,1
5776,나도 모르게 니 생각을 하고 있어,사랑은 재채기 같은 거니까요.,1
5777,나도 좀 살게 연락 좀 하지마,차단하고 살아요.,1
5778,나라도 내 마음을 지켜야 하는 거야,본인 마음 좀 지켜주세요.,1
5779,나란 놈 참 신기한 놈이다.,알다가도 모르는게 인생이죠.,1
5780,나랑 만날땐 안바꾸던 프사,차단하고 보지 마세요. 눈에서 멀어집시다.,1
5781,나를 사랑하지 않는다네,인연이 거기까지인가봐요.,1
5782,나를 사랑한 그사람에게 해줄수있는것,천천히 잊어가요.,1
5783,나를 사랑했던 건 진심이였을까?,사랑했던 시간들이 말해주겠죠.,1
5784,나를 선택의 기로에 놓이지 않게하라,삶은 선택의 연속인 걸요.,1
5785,나를 좀 놓아달라는 여친. 혹시 가능성은 있을까? 죽을 것 같네.,당신에게는 선택권이 없네요.,1
5786,나만 구질하게.ㅜㅜ,구질구질해도 괜찮아요.,1
5787,나만 그대로다,그대로인 건 없어요.,1
5788,나만 아직 그자리인거 같아,제자리 걸음이어도 괜찮아요.,1
5789,나만 힘든 거였구나,마음이 약해 탈이네요.,1
5790,나만 힘든가 보네,마음이 약해 탈이네요.,1
5791,나만 힘든거 같아,더 사랑했나봐요.,1
5792,나만 힘든건지,아닐 거예요.,1
5793,나만 힘든것같아,더 사랑했나봐요.,1
5794,나만의 착각이었나보네,사람 속은 알기 힘들대요.,1
5795,나만큼 힘들지 않았으면 좋겠습니다,끝까지 멋있네요.,1
5796,나쁜 꿈을 꿨어,꿈은 현실의 반대래요.,1
5797,나쁜 마음이 듭니다.,나쁜 마음 버리세요.,1
5798,나쁜 사람 잊는방법,재활용도 안되는 사람에 대한 기억으로 괴로워 말아요.,1
5799,나약한 생각,절대 나약하지 않아요.,1
5800,나없이행복한가봐,잊으세요.,1
5801,나의 기억은 또 다시 시간을 걷는다.,오늘로 돌아오세요.,1
5802,나의 약점,나의 장점.,1
5803,나의 이별 이야기,길지 않길 바랄게요.,1
5804,나의 자만심 때문에,배려심을 가져보세요.,1
5805,나이먹을수록 더 힘드네,나이에 상관이 없죠.,1
5806,나하긴 싫고 남주긴 아깝다는 심리인가,계륵.,1
5807,나한테 욕 좀 해줘,XX놈아!,1
5808,나한테 지쳐서 떠난여자,행복하길 바라면 보내주세요.,1
5809,난 나대로 걍 산다,나대로 사는게 좋죠.,1
5810,난 너한테 결코 네버 절대로 연락 안할거다.,이 결심 변치마세요.,1
5811,난 또 바보ㅠㅠ,바보를 사랑하는 사람이 있을 거예요.,1
5812,난 아니라네.,사랑해주는 사람이 있을 거예요.,1
5813,난 안돼 난 못 받아들여 제발,이제 현실을 받아들이세요.,1
5814,난 왜이리 바보 같을까.,이제 같은 실수를 반복하지 않으면 돼요.,1
5815,난 잘못이 없다,천천히 생각해보세요.,1
5816,난 잘지내고 있어,다행이에요.,1
5817,날 버려달라고,슬프네요.,1
5818,날 보는걸 벌레 보듯하던 니 시선,전 반짝반짝 보고 있어요.,1
5819,날씨가 갑자기 추워져서인지.,마음도 추운가요.,1
5820,날씨가 제 마음같네.,마음도 추운가요.,1
5821,날씨가 좋네,좋은 사람이 찾아오려나봐요.,1
5822,날씨가 좋아서 좋긴한데 또 싫네,복잡하네요.,1
5823,날씨가 차서 그런지,마음도 추운가요.,1
5824,날씨가 참 안도와주네,그래도 웃어 보아요.,1
5825,날이 꿀꾸리,그래도 웃어 보아요.,1
5826,날이 많이 추운데.,감기 조심하세요.,1
5827,남긴게 없이 줬다고 믿어.,좋은 마음이네요.,1
5828,남동생한테 자꾸 화내게 되네,화를 참는 연습을 해보세요.,1
5829,남들이 다 겪는 그저그런 8년의 사랑이야기.,당신의 소중한 추억.,1
5830,남은건 너의 빈자리,빈 자리도 채워질 거예요.,1
5831,남자 못믿겠어.,믿게 할 남자가 생길 거예요.,1
5832,남자가 못잊는 여자,당신.,1
5833,남자들에게 말 못하는 여자들의 이별 세가지.,세 가지 이상이죠.,1
5834,남자들은 원래 이런가?,일반화하기 어려워요.,1
5835,남자분들 궁금해,무엇이든 물어보세요.,1
5836,남자분들 질문이,직접 물어보세요.,1
5837,남자분들께 궁금 해.,직접 물어보세요.,1
5838,남자의심리 모르겠어,직접 물어보세요.,1
5839,남자인지 여자인지 알려줘,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요,1
5840,남자친구 물건.,정확히 말해주세요.,1
5841,남자친구 조건 때문에 헤어졌어.,조건도 중요한 요소니까요.,1
5842,남자친구가 이별준비를 하는 것 같아,마음이 아프네요.,1
5843,남자친구의 말 뜻,직접 물어보세요.,1
5844,남자친구의 바람으로 오늘 이별했습니다.,바람둥이랑은 이별하기 잘했어요.,1
5845,남자후폭풍,후폭풍은 항상 오죠.,1
5846,남친과 헤어진지 12일째.,얼마 안 됐네요.,1
5847,남편과 별거한지 3달 되었네,진지한 대화를 나눠보세요.,1
5848,낭만이라고는 없어가지구,낭만적인 거 좋아하시는구나!,1
5849,낮술먹는날 우울터짐,술 많이 드시면 더 무너져요.,1
5850,낮에는 그나마 괜찮은데,밤에는 힘든가요.,1
5851,내 나이 어떻해,나이 상관없어요.,1
5852,내 마음과 머리가 이해가 안가네,마음이랑 머리가 따로 놀죠.,1
5853,내 마음에 마지막 인사,마음이랑 잘 인사해요.,1
5854,내 마음을 정리하기가 어려워,하나씩 보내주세요.,1
5855,내 머리 속에 지우개가 있으면 좋겠어,시간이 지워줄 거예요.,1
5856,내 발등 내가 다시 찍었네,발등이 얼른 아물길 바랄게요.,1
5857,내 사랑에게,잘 지내길 바라요.,1
5858,내 사랑은 그저 집착일 뿐이다.,사랑은 사랑이에요.,1
5859,내 사랑의 끝은 이별이지만,더 좋은 시작이 있을 거예요.,1
5860,내 생각 하나만 바꾸면 편할텐데.,하나 바꾸는 게 힘들지요.,1
5861,내 생각을 하고는 있을까?,궁금해하지마세요.,1
5862,내 안에서 없애고 싶다,시간이 해결해줄 거예요.,1
5863,내 욕심일 뿐이지,사랑인 거예요.,1
5864,내 이기심과 욕심이 그녀를 떠나게 한거 같아,다시는 그러지 않겠다고 솔직하게 이야기해보세요.,1
5865,내 이름이 없어,확인해달라고 해보세요.,1
5866,내 자신을 사랑하라.,옳소.,1
5867,내가 그리운만큼 그대도 그리운가,궁금해하지마세요.,1
5868,내가 나쁜 놈이지,당신은 좋은 사람이에요.,1
5869,내가 나쁜놈인가.,당신은 좋은 사람이에요.,1
5870,내가 나에게 해주고 싶은 말,더 좋은 사랑이 찾아 올 거예요.,1
5871,내가 너의 곁에 잠시 살았다는걸,잊지마세요.,1
